what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344139836007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139841465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139869248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1344139884303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344139885950
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1344139888358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344139890350
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344139902294
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344139903220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139915686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139916450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139918365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139929788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139932840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139936159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139943233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139945268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139986324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344139990895
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1344140012371
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1344140012790
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1344140014571
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1344140014817
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1344140015138
